p_height,p_x_speed,p_y_speed,p_z_speed,p_pitch,p_roll,p_yaw,p_temperature,p_flight_time,p_battery,p_mp_distance_x,p_mp_distance_y,p_mp_distance_z,frame.len,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,wlan.fc.type,wlan.fc.subtype,data.len,class
70,0,0,0,-1,0,0,68.0,14,65,-7,-5,82,86,44,1,0,1,0,0,0,114,2,8,0,NORMAL
70,0,0,0,-1,0,0,68.0,14,65,-7,-5,82,227,44,0,1,0,1,0,0,118,2,8,165,NORMAL
80,0,0,0,-1,-1,0,68.0,14,65,-10,-9,83,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,-1,-1,0,68.0,14,65,-10,-9,83,229,44,0,1,0,1,0,0,119,2,8,167,NORMAL
80,0,0,0,-1,-1,0,68.0,14,65,-10,-9,83,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,-1,0,0,68.0,15,65,-19,-13,82,86,44,1,0,1,0,0,0,115,2,8,0,NORMAL
80,0,0,0,-1,0,0,68.0,15,65,-19,-13,82,231,44,0,1,0,1,0,0,120,2,8,169,NORMAL
80,0,0,0,-1,0,0,68.0,15,65,-19,-13,82,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,-1,0,0,68.0,15,65,-24,-18,81,227,44,0,1,0,1,0,0,121,2,8,165,NORMAL
80,0,0,0,-1,0,0,68.0,15,65,-24,-18,81,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,-1,0,0,68.0,15,65,-24,-18,81,229,44,0,1,0,1,0,0,158,2,8,167,NORMAL
80,3,0,0,-8,0,0,68.0,16,65,-22,-17,83,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,3,0,0,-8,0,0,68.0,16,65,-22,-17,83,232,44,0,1,0,1,0,0,159,2,8,170,NORMAL
80,3,0,0,-8,0,0,68.0,16,65,-22,-17,83,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,0,0,0,68.0,16,65,-10,-16,85,231,44,0,1,0,1,0,0,160,2,8,169,NORMAL
80,2,0,0,0,0,0,68.0,16,65,-10,-16,85,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,0,0,0,68.0,16,65,-10,-16,85,230,44,0,1,0,1,0,0,161,2,8,168,NORMAL
80,2,0,0,-1,0,0,69.0,17,65,1,-19,87,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,0,0,69.0,17,65,1,-19,87,228,44,0,1,0,1,0,0,162,2,8,166,NORMAL
80,2,0,0,-1,0,0,69.0,17,65,1,-19,87,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,0,0,69.0,18,65,12,-22,89,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,0,0,69.0,18,65,12,-22,89,230,320,0,1,0,1,0,0,196,2,8,168,NORMAL
80,2,0,0,-1,0,0,69.0,18,65,12,-22,89,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,0,0,68.0,18,65,20,-27,88,72,44,1,0,1,0,0,0,142,2,8,10,NORMAL
80,2,0,0,-1,0,0,68.0,18,65,20,-27,88,86,44,1,0,1,0,0,0,143,2,8,0,NORMAL
80,2,0,0,-1,0,0,68.0,18,65,20,-27,88,231,44,0,1,0,1,0,0,201,2,8,169,NORMAL
80,2,0,0,-1,0,0,68.0,19,65,23,-23,92,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,0,0,68.0,19,65,23,-23,92,231,44,0,1,0,1,0,0,202,2,8,169,NORMAL
80,2,0,0,-1,0,0,68.0,19,65,23,-23,92,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,0,0,68.0,19,65,30,-15,95,229,44,0,1,0,1,0,0,203,2,8,167,NORMAL
80,2,0,0,-1,0,0,68.0,19,65,30,-15,95,232,44,0,1,0,1,0,0,204,2,8,170,NORMAL
80,2,0,0,-1,0,0,68.0,19,65,30,-15,95,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,1,0,0,-1,1,0,68.0,20,65,41,-11,92,75,44,0,1,0,1,0,0,205,2,8,13,NORMAL
80,1,0,0,-1,1,0,68.0,20,65,41,-11,92,230,44,0,1,0,1,0,0,206,2,8,168,NORMAL
80,1,0,0,-1,1,0,68.0,20,65,41,-11,92,230,320,0,1,0,1,0,0,211,2,8,168,NORMAL
80,0,0,0,0,-3,0,68.0,20,65,47,14,82,230,320,0,1,0,1,0,0,211,2,8,168,NORMAL
80,0,0,0,0,-3,0,68.0,20,65,47,14,82,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,0,-3,0,68.0,20,65,47,14,82,230,44,0,1,0,1,0,0,241,2,8,168,NORMAL
80,0,0,0,-4,0,0,68.0,21,65,48,11,81,86,44,1,0,1,0,0,0,152,2,8,0,NORMAL
80,0,0,0,-4,0,0,68.0,21,65,48,11,81,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,-4,0,0,68.0,21,65,48,11,81,74,44,0,1,0,1,0,0,242,2,8,12,NORMAL
80,0,0,0,2,0,0,67.0,21,65,47,12,83,231,44,0,1,0,1,0,0,243,2,8,169,NORMAL
80,0,0,0,2,0,0,67.0,21,65,47,12,83,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,2,0,0,67.0,21,65,47,12,83,229,44,0,1,0,1,0,0,244,2,8,167,NORMAL
80,0,0,0,-1,0,0,67.0,22,65,48,15,80,86,44,1,0,1,0,0,0,153,2,8,0,NORMAL
80,0,0,0,-1,0,0,67.0,22,65,48,15,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,-1,0,0,67.0,22,65,48,15,80,231,44,0,1,0,1,0,0,245,2,8,169,NORMAL
70,-2,-1,0,4,-4,0,68.0,22,65,53,21,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,-2,-1,0,4,-4,0,68.0,22,65,53,21,80,229,44,0,1,0,1,0,0,246,2,8,167,NORMAL
70,-2,-1,0,4,-4,0,68.0,22,65,53,21,80,233,44,0,1,0,1,0,0,282,2,8,171,NORMAL
70,-3,-3,0,-1,0,0,68.0,23,65,19,-20,87,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,-3,-3,0,-1,0,0,68.0,23,65,19,-20,87,86,44,1,0,1,0,0,0,161,2,8,0,NORMAL
70,-3,-3,0,-1,0,0,68.0,23,65,19,-20,87,233,44,0,1,0,1,0,0,283,2,8,171,NORMAL
70,-2,-2,0,-2,0,0,68.0,23,65,2,-10,84,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,-2,-2,0,-2,0,0,68.0,23,65,2,-10,84,230,44,0,1,0,1,0,0,284,2,8,168,NORMAL
70,-2,-2,0,-2,0,0,68.0,23,65,2,-10,84,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,-1,0,-1,0,0,68.0,24,65,-8,-7,82,86,44,1,0,1,0,0,0,162,2,8,0,NORMAL
70,0,-1,0,-1,0,0,68.0,24,65,-8,-7,82,75,44,0,1,0,1,0,0,285,2,8,13,NORMAL
70,0,-1,0,-1,0,0,68.0,24,65,-8,-7,82,232,44,0,1,0,1,0,0,286,2,8,170,NORMAL
70,0,0,0,-3,0,0,69.0,24,65,-11,-5,81,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,-3,0,0,69.0,24,65,-11,-5,81,232,44,0,1,0,1,0,0,287,2,8,170,NORMAL
70,0,0,0,-3,0,0,69.0,24,65,-11,-5,81,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,0,0,69.0,25,65,-9,-2,81,229,44,0,1,0,1,0,0,326,2,8,167,NORMAL
70,0,0,0,0,0,0,69.0,25,65,-9,-2,81,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,0,0,69.0,25,65,-9,-2,81,230,44,0,1,0,1,0,0,327,2,8,168,NORMAL
70,0,0,0,0,0,0,68.0,25,65,-7,-4,82,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,0,0,68.0,25,65,-7,-4,82,230,44,0,1,0,1,0,0,328,2,8,168,NORMAL
70,0,0,0,0,0,0,68.0,25,65,-7,-4,82,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,0,0,0,68.0,26,65,-8,-4,83,228,44,0,1,0,1,0,0,329,2,8,166,NORMAL
80,0,0,0,0,0,0,68.0,26,65,-8,-4,83,228,44,0,1,0,1,0,0,329,2,8,166,NORMAL
80,0,0,0,0,0,0,68.0,26,65,-8,-4,83,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,4,0,0,0,0,0,67.0,27,65,5,-12,84,228,44,0,1,0,1,0,0,330,2,8,166,NORMAL
80,4,0,0,0,0,0,67.0,27,65,5,-12,84,228,44,0,1,0,1,0,0,330,2,8,166,NORMAL
80,4,0,0,0,0,0,67.0,27,65,5,-12,84,98,320,3,1,3,1,0,0,425,0,5,0,NORMAL
70,2,0,0,-1,-1,0,67.0,27,65,22,-21,82,98,320,3,1,3,1,0,0,425,0,5,0,NORMAL
70,2,0,0,-1,-1,0,67.0,27,65,22,-21,82,98,320,3,1,3,1,0,0,427,0,5,0,NORMAL
70,2,0,0,-1,-1,0,67.0,27,65,22,-21,82,230,320,0,1,0,1,0,0,361,2,8,168,NORMAL
80,2,0,0,-1,-1,0,67.0,28,65,34,-22,85,230,44,0,1,0,1,0,0,367,2,8,168,NORMAL
80,2,0,0,-1,-1,0,67.0,28,65,34,-22,85,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,-1,0,67.0,28,65,34,-22,85,233,44,0,1,0,1,0,0,368,2,8,171,NORMAL
80,2,0,0,-1,-1,0,67.0,28,65,47,-17,85,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,-1,0,67.0,28,65,47,-17,85,75,44,0,1,0,1,0,0,369,2,8,13,NORMAL
80,2,0,0,-1,-1,0,67.0,28,65,47,-17,85,231,44,0,1,0,1,0,0,370,2,8,169,NORMAL
70,2,-1,0,-1,-1,0,68.0,29,65,39,11,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,2,-1,0,-1,-1,0,68.0,29,65,39,11,80,231,44,0,1,0,1,0,0,371,2,8,169,NORMAL
70,2,-1,0,-1,-1,0,68.0,29,65,39,11,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,1,-1,0,2,-1,0,68.0,29,65,34,8,78,230,44,0,1,0,1,0,0,372,2,8,168,NORMAL
80,1,-1,0,2,-1,0,68.0,29,65,34,8,78,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,1,-1,0,2,-1,0,68.0,29,65,34,8,78,86,44,1,0,1,0,0,0,192,2,8,0,NORMAL
80,0,0,0,0,0,0,68.0,30,65,29,4,79,86,44,1,0,1,0,0,0,192,2,8,0,NORMAL
80,0,0,0,0,0,0,68.0,30,65,29,4,79,86,44,1,0,1,0,0,0,192,2,8,0,NORMAL
80,0,0,0,0,0,0,68.0,30,65,29,4,79,228,44,0,1,0,1,0,0,410,2,8,166,NORMAL
80,2,0,0,-1,0,0,67.0,30,65,29,7,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,2,0,0,-1,0,0,67.0,30,65,29,7,79,229,44,0,1,0,1,0,0,411,2,8,167,NORMAL
80,2,0,0,-1,0,0,67.0,30,65,29,7,79,86,44,1,0,1,0,0,0,193,2,8,0,NORMAL
80,1,0,0,0,0,0,67.0,31,65,17,9,81,229,44,0,1,0,1,0,0,412,2,8,167,NORMAL
80,1,0,0,0,0,0,67.0,31,65,17,9,81,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,1,0,0,0,0,0,67.0,31,65,17,9,81,231,44,0,1,0,1,0,0,413,2,8,169,NORMAL
80,1,0,0,0,0,0,67.0,31,65,4,7,83,231,44,0,1,0,1,0,0,413,2,8,169,NORMAL
80,1,0,0,0,0,0,67.0,31,65,4,7,83,231,44,0,1,0,1,0,0,413,2,8,169,NORMAL
80,1,0,0,0,0,0,67.0,31,65,4,7,83,231,44,0,1,0,1,0,0,413,2,8,169,NORMAL
80,0,0,0,0,-1,0,67.0,32,65,0,8,82,231,44,0,1,0,1,0,0,413,2,8,169,NORMAL
80,0,0,0,0,-1,0,67.0,32,65,0,8,82,231,44,0,1,0,1,0,0,413,2,8,169,NORMAL
80,0,0,0,0,-1,0,67.0,32,65,0,8,82,231,320,0,1,0,1,0,0,413,2,8,169,NORMAL
70,0,0,0,0,0,0,68.0,32,65,0,7,81,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,0,0,68.0,32,65,0,7,81,231,320,0,1,0,1,0,0,413,2,8,169,NORMAL
70,0,0,0,0,0,0,68.0,32,65,0,7,81,62,44,1,0,1,0,0,0,194,2,8,0,NORMAL
70,0,0,0,0,0,0,68.0,33,65,1,6,81,62,44,0,1,0,1,0,0,414,2,8,0,NORMAL
70,0,0,0,0,0,0,68.0,33,65,1,6,81,72,44,1,0,1,0,0,0,195,2,8,10,NORMAL
70,0,0,0,0,0,0,68.0,33,65,1,6,81,230,44,0,1,0,1,0,0,415,2,8,168,NORMAL
70,0,0,0,0,-1,0,68.0,33,65,3,8,81,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,-1,0,68.0,33,65,3,8,81,230,44,0,1,0,1,0,0,452,2,8,168,NORMAL
70,0,0,0,0,-1,0,68.0,33,65,3,8,81,75,44,0,1,0,1,0,0,453,2,8,13,NORMAL
70,0,0,0,-1,-1,0,68.0,34,65,6,14,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,-1,-1,0,68.0,34,65,6,14,80,231,44,0,1,0,1,0,0,454,2,8,169,NORMAL
70,0,0,0,-1,-1,0,68.0,34,65,6,14,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,4,0,0,0,0,0,67.0,34,65,6,17,79,232,44,0,1,0,1,0,0,455,2,8,170,NORMAL
70,4,0,0,0,0,0,67.0,34,65,6,17,79,74,44,0,1,0,1,0,0,456,2,8,12,NORMAL
70,4,0,0,0,0,0,67.0,34,65,6,17,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,2,0,0,-1,-1,0,67.0,35,65,-16,25,77,231,44,0,1,0,1,0,0,457,2,8,169,NORMAL
70,2,0,0,-1,-1,0,67.0,35,65,-16,25,77,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,2,0,0,-1,-1,0,67.0,35,65,-16,25,77,231,44,0,1,0,1,0,0,458,2,8,169,NORMAL
70,2,0,0,-1,0,0,68.0,35,65,-23,27,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,2,0,0,-1,0,0,68.0,35,65,-23,27,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,2,0,0,-1,0,0,68.0,35,65,-23,27,79,229,44,0,1,0,1,0,0,496,2,8,167,NORMAL
70,2,0,0,-2,0,0,68.0,36,65,-34,27,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,2,0,0,-2,0,0,68.0,36,65,-34,27,79,228,44,0,1,0,1,0,0,497,2,8,166,NORMAL
70,2,0,0,-2,0,0,68.0,36,65,-34,27,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,2,0,0,-2,-1,0,68.0,37,65,-45,40,69,229,44,0,1,0,1,0,0,498,2,8,167,NORMAL
70,2,0,0,-2,-1,0,68.0,37,65,-45,40,69,230,44,0,1,0,1,0,0,499,2,8,168,NORMAL
70,2,0,0,-2,-1,0,68.0,37,65,-45,40,69,232,44,0,1,0,1,0,0,500,2,8,170,NORMAL
70,2,-1,0,-1,-1,0,68.0,37,65,-25,-22,82,232,44,0,1,0,1,0,0,500,2,8,170,NORMAL
70,2,-1,0,-1,-1,0,68.0,37,65,-25,-22,82,232,44,0,1,0,1,0,0,500,2,8,170,NORMAL
70,2,-1,0,-1,-1,0,68.0,37,65,-25,-22,82,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,1,0,0,68.0,38,65,-21,-26,78,232,44,0,1,0,1,0,0,539,2,8,170,NORMAL
70,0,0,0,1,0,0,68.0,38,65,-21,-26,78,233,44,0,1,0,1,0,0,540,2,8,171,NORMAL
70,0,0,0,1,0,0,68.0,38,65,-21,-26,78,232,44,0,1,0,1,0,0,541,2,8,170,NORMAL
80,0,0,0,-4,-5,0,68.0,38,65,-17,-29,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,0,0,0,-4,-5,0,68.0,38,65,-17,-29,79,233,44,0,1,0,1,0,0,542,2,8,171,NORMAL
80,0,0,0,-4,-5,0,68.0,38,65,-17,-29,79,233,44,0,1,0,1,0,0,542,2,8,171,NORMAL
80,1,-2,0,-1,0,0,68.0,39,65,-16,-24,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
80,1,-2,0,-1,0,0,68.0,39,65,-16,-24,79,86,44,1,0,1,0,0,0,232,2,8,0,NORMAL
80,1,-2,0,-1,0,0,68.0,39,65,-16,-24,79,231,44,0,1,0,1,0,0,543,2,8,169,NORMAL
70,1,-1,0,-1,0,0,68.0,39,65,-10,-14,80,231,44,0,1,0,1,0,0,579,2,8,169,NORMAL
70,1,-1,0,-1,0,0,68.0,39,65,-10,-14,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,1,-1,0,-1,0,0,68.0,39,65,-10,-14,80,232,44,0,1,0,1,0,0,580,2,8,170,NORMAL
70,1,-1,0,-1,0,0,68.0,40,65,-4,-6,80,231,44,0,1,0,1,0,0,581,2,8,169,NORMAL
70,1,-1,0,-1,0,0,68.0,40,65,-4,-6,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,1,-1,0,-1,0,0,68.0,40,65,-4,-6,80,230,44,0,1,0,1,0,0,582,2,8,168,NORMAL
70,0,0,0,0,1,0,68.0,40,65,-3,-3,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,1,0,68.0,40,65,-3,-3,79,86,44,1,0,1,0,0,0,245,2,8,0,NORMAL
70,0,0,0,0,1,0,68.0,40,65,-3,-3,79,64,44,0,1,0,1,0,0,583,2,8,2,NORMAL
70,0,0,0,0,0,19,68.0,41,65,-3,-4,79,231,44,0,1,0,1,0,0,585,2,8,169,NORMAL
70,0,0,0,0,0,19,68.0,41,65,-3,-4,79,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,0,19,68.0,41,65,-3,-4,79,77,44,1,0,1,0,0,0,246,2,8,15,NORMAL
70,0,0,0,0,-1,55,68.0,41,65,-2,-8,78,98,320,2,1,2,1,0,0,666,0,5,0,NORMAL
70,0,0,0,0,-1,55,68.0,41,65,-2,-8,78,98,320,2,1,2,1,0,0,666,0,5,0,NORMAL
70,0,0,0,0,-1,55,68.0,41,65,-2,-8,78,98,320,2,1,2,1,0,0,666,0,5,0,NORMAL
70,0,0,0,0,0,85,68.0,42,65,-2,-10,78,231,44,0,1,0,1,0,0,623,2,8,169,NORMAL
70,0,0,0,0,0,85,68.0,42,65,-2,-10,78,232,44,0,1,0,1,0,0,624,2,8,170,NORMAL
70,0,0,0,0,0,85,68.0,42,65,-2,-10,78,98,320,3,1,3,1,0,0,668,0,5,0,NORMAL
70,0,0,0,0,0,121,68.0,42,65,-2,-14,78,233,44,0,1,0,1,0,0,625,2,8,171,NORMAL
70,0,0,0,0,0,121,68.0,42,65,-2,-14,78,98,320,3,1,3,1,0,0,670,0,5,0,NORMAL
70,0,0,0,0,0,121,68.0,42,65,-2,-14,78,98,320,3,1,3,1,0,0,670,0,5,0,NORMAL
70,0,0,0,0,0,151,68.0,43,65,0,-15,80,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,0,151,68.0,43,65,0,-15,80,232,44,0,1,0,1,0,0,626,2,8,170,NORMAL
70,0,0,0,0,0,151,68.0,43,65,0,-15,80,232,44,0,1,0,1,0,0,626,2,8,170,NORMAL
70,0,0,0,0,0,172,68.0,43,65,-2,-19,78,98,320,3,1,3,1,0,0,672,0,5,0,NORMAL
70,0,0,0,0,0,172,68.0,43,65,-2,-19,78,98,320,3,1,3,1,0,0,672,0,5,0,NORMAL
70,0,0,0,0,0,172,68.0,43,65,-2,-19,78,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,0,0,0,0,0,178,68.0,44,65,-4,-17,77,86,44,1,0,1,0,0,0,256,2,8,0,NORMAL
70,0,0,0,0,0,178,68.0,44,65,-4,-17,77,232,44,0,1,0,1,0,0,628,2,8,170,NORMAL
70,0,0,0,0,0,178,68.0,44,65,-4,-17,77,232,44,0,1,0,1,0,0,628,2,8,170,NORMAL
70,0,0,0,0,0,178,68.0,45,65,-4,-13,77,232,44,0,1,0,1,0,0,628,2,8,170,NORMAL
70,0,0,0,0,0,178,68.0,45,65,-4,-13,77,232,44,0,1,0,1,0,0,628,2,8,170,NORMAL
70,0,0,0,0,0,178,68.0,45,65,-4,-13,77,232,44,0,1,0,1,0,0,628,2,8,170,NORMAL
70,0,0,0,0,0,178,68.0,45,65,-3,-12,78,232,44,0,1,0,1,0,0,628,2,8,170,NORMAL
70,0,0,0,0,0,178,68.0,45,65,-3,-12,78,232,320,0,1,0,1,0,0,628,2,8,170,NORMAL
70,0,0,0,0,0,178,68.0,45,65,-3,-12,78,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,-4,0,0,-4,0,178,68.0,46,65,-9,-13,78,228,44,0,1,0,1,0,0,665,2,8,166,NORMAL
70,-4,0,0,-4,0,178,68.0,46,65,-9,-13,78,26,60,1,0,1,0,0,0,0,2,12,0,NORMAL
70,-4,0,0,-4,0,178,68.0,46,65,-9,-13,78,231,44,0,1,0,1,0,0,666,2,8,169,NORMAL
70,-2,0,0,0,0,178,68.0,46,65,-31,-9,79,86,44,1,0,1,0,0,0,264,2,8,0,NORMAL
